model,KL,JSD
BPR,4.206332401843866,0.10460087018015717
BPR,5.981642009470753,0.15191755958799572
BPR,3.7985811899542874,0.1291466108770595
BPR,4.385691743739446,0.12173168837118135
BPR,7.502568833988544,0.1837259266583735
BPR,0.7645021261241972,0.03773742451056648
BPR,9.193086059368653,0.24361912192425017
BPR,1.4377652067226,0.06565537214692763
BPR,6.606701298896919,0.19223781453603617
BPR,5.1459523286837525,0.13412352389448629
BPR,4.710764094519244,0.11999183474954474
BPR,4.443004710583493,0.10003188816977666
BPR,1.2309504212892375,0.07935708450032909
BPR,6.5503517361541626,0.1580504749241238
BPR,4.202232269529077,0.13516721499258977
BPR,1.9248947377063645,0.07282658794501673
BPR,10.869668699083672,0.2850917801172751
BPR,5.604147289032198,0.13789504490421084
BPR,0.6820802393666934,0.03234135256334437
BPR,4.755222371341504,0.1309923351880875
BPR,7.254616689190274,0.22199043656010992
BPR,6.61385913569571,0.16542319411574108
BPR,0.02070581850525316,0.007309209022820915
BPR,3.977785910396452,0.11601227896053809
BPR,3.1725167798727703,0.0975103583850476
BPR,2.0860274591638155,0.05399660458661936
BPR,0.14720992441320987,0.048289955793892544
BPR,2.657088934832708,0.16185531407966902
BPR,1.9121357588644818,0.05079846753282147
BPR,3.915417449328083,0.1568599317008262
BPR,3.5789885710868874,0.1322842923202872
BPR,3.8646109015201318,0.08853109491713701
BPR,8.13881114348537,0.23028157890229478
BPR,0.4894433577910966,0.08556810808370624
BPR,3.2501711459518465,0.10768315313168546
BPR,2.51881404248156,0.0764972377496926
BPR,7.891754504584999,0.20024239881290123
BPR,8.920711886846595,0.23166523690650936
BPR,8.402235788318864,0.20174481453467988
BPR,0.5767932859947438,0.02293044231518189
BPR,4.024178906809911,0.09604490361711457
BPR,8.546519628342411,0.20357806066803655
BPR,1.9170670346492344,0.10569903180230678
BPR,0.8414769237489171,0.024907233110542104
BPR,1.849012062688467,0.04994947515598432
BPR,5.367503181140403,0.15447655719067435
BPR,8.139054143704202,0.20280461593103247
BPR,5.119244287009989,0.11425997840643322
BPR,5.507748964311376,0.18593628774424711
BPR,3.445432927638105,0.08860975962145087
BPR,3.729786749533216,0.1108447111494435
BPR,1.807461740615136,0.08369858808867424
BPR,3.136803855912078,0.11476034273716443
BPR,0.566230513243025,0.07492198037675639
BPR,4.26121688510462,0.14262947482058327
BPR,1.2927007306848775,0.04437545811861513
BPR,0.6296409763465618,0.03533391673859361
BPR,1.9211352387564944,0.058143381950048215
BPR,1.7084777124196138,0.10453629536965886
BPR,6.45741031486181,0.1485361920096685
BPR,4.4913756957163145,0.1388387033260537
BPR,6.755872868424547,0.21088965906416093
BPR,0.1882909446688757,0.0670476200084707
BPR,0.10356457098719131,0.038861843420442015
BPR,1.5195073322098418,0.06809878898031868
BPR,0.09788401688354867,0.03377412699256113
BPR,2.0932162399096077,0.07816516945332591
BPR,3.8674158515276744,0.10119078773156241
BPR,7.384482280107799,0.21145082692343228
BPR,6.909169445644241,0.1626266687542764
BPR,3.2660234816892815,0.12268478252988015
BPR,7.865226792796522,0.23511377885588772
BPR,5.968754391058322,0.1450866141853464
BPR,7.685664582415837,0.197215959319123
BPR,3.5752163777994186,0.1585139667475651
BPR,4.112326658643918,0.10205934684795978
BPR,0.930771487373053,0.030619639125050807
BPR,9.206050714119897,0.22660214370830206
BPR,1.5340266498923696,0.10921375898395863
BPR,0.4681561996120992,0.06357391797605344
BPR,4.878017509626026,0.13226276046173568
BPR,9.807751588731584,0.27078356963588385
BPR,4.1933928411955845,0.12175162193097491
BPR,9.246062055040666,0.2175952432073749
BPR,4.2557175762333355,0.16553734727404654
BPR,1.2587962326669255,0.11535065414652494
BPR,3.16088484305559,0.08328282628462202
